"defend","%user% builds a sandcastle to defend himself","Essevee21",0,1
"defend","%user% consumes a tetanus vaccine","Essevee21",0,1
"defend","%user% uses a baby to protect himself!","Essevee21",0,1
"defend","%user% doesn't find anything to defend him/her self with and dies","Essevee21",0,1
"defend","%user% finds a stick and hits his attacker","Essevee21",0,1
"defend","%user% has an invisibility cloak and leaves the building unseen","Essevee21",0,1
"defend","%user% finds a shield! But it is to heavy to carry...","Essevee21",0,1
"defend","%user% turns into a ghost! The attack goes right through him/her!","Essevee21",0,1
"defend","%user% uses reflect, it was successful!","Essevee21",0,1
"defend","%user% shows boobies to distract it´s attacker! It might be succesful!","Essevee21",0,1
"defend","%user% uses airbending to defend!","Essevee21",0,1
"defend","%user% uses airbending to defend! The fart was successful!","Essevee21",0,1
"defend","%user% calls Rha, the attacker is now attacking Rha and %user% runs away","Essevee21",0,1
"attack","%user% attacks %param:%randomuser%% with a purple puppy","Rha",93,1
"attack","%user% attacks %param:%randomuser%% with a rusty crowbar!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with a gatling gun!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with a light saber!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with his floppy dick! It's not very effective..","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with splash! It's not very effective...","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with bubblebeam! %param%'s eyes hurt","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with the bible! It burns!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with holy water! %param% arrived in hell!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with holy water! %user% arrived in hell!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with a leaded pipe in the kitchen. %randomuser% just won the cluedo game","Rha",0,1
"attack","%user% uses christmas songs! %param:%randomuser%% is weakened by this!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with an unexpected snowflake! But it melted...","Rha",0,1
"attack","%user% uses firebending to attack %param:%randomuser%%! This is going to burn!","Rha",0,1
"attack","%user% attacks %param:%randomuser%% with waterbending, %param:%randomuser%% is frozen solid!","Rha",0,1
"attack","%user% attacks with bouncing boobs! %param:randomuser% is now distracted.","Rha",0,1
"attack","%user% uses a silver sword to cut of %param:randomuser%%´s head!","Rha",0,1
"attack","%user% uses a silver bullent into %param:randomuser%%´s heart!","Rha",0,1
"attack","%user% shoot a silver bullent into %param:randomuser%%´s heart!","Rha",0,1
"attack","%user% finds a lightsaber and attacks %param:%randomuser%%, however the force is not strong with %user%...","Rha",0,1
"Attack","%user% attacks %param:%randomuser%% with a nokia 3310","Robshot",1,0
"cookie","http://orteil.dashnet.org/cookieclicker/","Robshot",7,0
"thanks","Thank you for helping us help you help us all.","Nuva",2,0
"cake","The cake is a lie!!","Djoef",4,0
"space","SPAAAAAAACE!","Rha",0,0
"momentum","speedy thing goes in, speedy thing comes out.","Nuva",4,0
"changetopic","Let's talk about games","Djoef",13,1
"changetopic","Let's talk about boobs","Djoef",0,1
"changetopic","Let's talk about beer","Djoef",0,1
"changetopic","Let's talk about music","Djoef",0,1
"changetopic","Let's talk about movies","Djoef",0,1
"changetopic","Let's talk about series","Djoef",0,1
"changetopic","Let's talk about cars","Djoef",0,1
"changetopic","Let's talk about bikes","Djoef",0,1
"changetopic","Let's talk about food","Djoef",0,1
"changetopic","Let's talk about travel","Djoef",0,1
"changetopic","Let's talk about each other","Djoef",0,1
"changetopic","Let's talk about past Viveslan","Djoef",0,1
"changetopic","Let's talk about next Viveslan","Djoef",0,1
"changetopic","Let's talk about Javascript!","Djoef",0,1
"changetopic","Let's talk about empty emptyness.","Djoef",0,1
"portal","%user% shoots a portal in %param:the wall% and flees to another place","Nuva",6,0
"viveslanthema","Tis oriental edition!","Nuva",3,0
"r","RrRrRrR","Djoef",6,0
"whois","%param:Da% is uw moeder!","NuFang",4,0
"rantoff","Rant stop!","MoejdJoeNie",1,0
"high","%user% wishes you a high day","LhaNuKuai",5,0
"netsplit","/me (~nodebot@ns3279240.ip-5-39-92.eu) has quit (*.net *.split)","Essevee21",1,0
"inschrijvingenviveslan","http://viveslan.be","Djoef",1,0
"kak","Tsta geschreven en gedrukt dai moe kakken waar dat lukt. Ai moe kakken, moei kakken.","Djoef",1,0
"honey","16:27:11 <Beholder> 'give me the honey!'","ShinwaFuroppi",3,1
"honey","16:27:51 <ShinwaFuroppi> 'Put the honey in the bag!'","ShinwaFuroppi",0,1
"honey","16:28:22 <ShinwaFuroppi> 'Don't bee a hero and hand over your honey!'","ShinwaFuroppi",0,1
"honey","16:28:35 <Beholder> 'life is much more than honey alone!'","ShinwaFuroppi",0,1
"honey","16:29:06 <NuFang> 'Honey, Honey, Honey, must be funny'","ShinwaFuroppi",0,1
"honey","16:29:31 <Beholder> 'Honey is the opposite of the weather. Nobody talks about it, but everybody does something about it.'","ShinwaFuroppi",0,1
"honey","16:30:00 <Beholder> 'The safest way to double your honey is to fold it over and put it in your pocket.'","ShinwaFuroppi",0,1
"honey","16:30:23 <ShinwaFuroppi> 'I want my honey back'~Lady Thatcher","ShinwaFuroppi",0,1
"honey","16:29:26 <ShinwaFuroppi> 'Honey doesn't grow on trees you know'","ShinwaFuroppi",0,1
"honey","16:28:46 <ShinwaFuroppi> 'Honey, the root of all evil'","ShinwaFuroppi",0,1
"poesje","De kat krabt haar drollen van de trap!","Yoda",2,0
"riot","%user% angrily grabs a pitchfork and torch","ShinwaFuroppi",2,0
"context","Ik trek %param:alles% uit zijn context!","NuFang",8,0
"NEE","JAWEL!","Nuva",2,0
"WELLES","NIETES!","Nuva",0,0
"NIETES","WELLES!","Nuva",2,0
"points","%param:%randomuser%% has %dice:0:9999% points","Nuva",5,0
"bored","/me is bored","Djoef",1,0
"join","/join %param%","Djoef",1,0
"run","Run %param:%randomuser%%, RUUUUN!!","Rha",1,0
"LUN","Your logical unit number is %dice:11111:99999%","Nuva",0,0
"jonge","%user% jingles the bells of %param:%randomuser%%!","ShinwaFuroppi",0,0
"jingle","%user% jingles the bells of %param:%randomuser%%!","ShinwaFuroppi",1,0
"christmastime","Do they know it´s christmas time?!","Rha",0,0
"buil","Do you wanna build a snowman?","Rha",0,0
"build","Do you wanna build a snowman?","Rha",0,0
"hey","%user% takes a deep breath and greets the channel.. YOHOOOOO!","Yoda",7,0
"ol","lol","Mirzoda",2,1
"ol","drol","Mirzoda",0,1
"ol","drolutuol","Mirzoda",0,1
"ol","mol","Mirzoda",0,1
"ol","stiktemineurol","Mirzoda",0,1
"ol","drolinminol","Mirzoda",0,1
"ol","vol","Mirzoda",0,1
"ol","tol","Mirzoda",0,1
"ol","riektanuol","Mirzoda",0,1
"ol","rol","Mirzoda",0,1
"ol","keukenrol","Mirzoda",0,1
"ol","hondendrol","Mirzoda",0,1
"ol","voranminol","Mirzoda",0,1
"ol","kzitzovol","Mirzoda",0,1
"ol","bol","Mirzoda",0,1
"ol","wol","Mirzoda",0,1
"ol","bloemko-ol","Mirzoda",0,1
"ol","trol","Mirzoda",0,1
"ol","dol","Mirzoda",0,1
"ol","rio-ol","Mirzoda",0,1
"ol","vol","Mirzoda",0,1
"ol","schoenzo-ol","Mirzoda",0,1
"ol","sho-ol","Mirzoda",0,1
"ol","shol","Mirzoda",0,1
"ol","CH2OH","Mirzoda",0,1
"why","http://i0.kym-cdn.com/photos/images/original/000/976/824/913.gif","Nuva",2,0
"pritt","pritt -> lijm -> lame -> flauw","Rha",3,0
"repeat","%param%","ShinwaFuroppi",1,0
"lama","https://www.youtube.com/watch?v=HbPDKHXWlLQ","Djoef",0,0
"duckstory","Duck song 1 - https://www.youtube.com/watch?v=MtN1YnoL46Q","Djoef",0,1
"duckstory","Duck song 2 - https://www.youtube.com/watch?v=7jjcAuEYW9M","Djoef",0,1
"duckstory","Duck song 3 - https://www.youtube.com/watch?v=Ru4a-js4My4","Djoef",0,1
"viveslansong","Amazing Horse - https://youtu.be/O3rpmctmC_M","Essevee21",7,1
"viveslansong","HEYYEYAAEYAAAEYAEYAA - https://youtu.be/ZZ5LpwO-An4","Essevee21",0,1
"viveslansong","Trololololo - https://youtu.be/2Z4m4lnjxkY","Essevee21",0,1
"viveslansong","Nyan Cat - https://youtu.be/QH2-TGUlwu4","Essevee21",0,1
"viveslansong","Leek Spin - https://youtu.be/1wnE4vF9CQ4","Essevee21",0,1
"viveslansong","Four Chord Song - https://www.youtube.com/watch?v=5pidokakU4I","Essevee21",0,1
"viveslansong","Hide your kids - https://www.youtube.com/watch?v=MEDMpsJ5xuU","Essevee21",0,1
"viveslansong","Ain't nobody got time for that - https://www.youtube.com/watch?v=Nh7UgAprdpM","Essevee21",0,1
"viveslansong","Backing up- https://www.youtube.com/watch?v=CM6kBUoMHho","Essevee21",0,1
"viveslansong","KATHOlan theme song - When the bottle runs dry - https://www.youtube.com/watch?v=ZFxXV8h7CMc","Essevee21",0,1
"viveslansong","Badger song - https://youtu.be/NL6CDFn2i3I","Essevee21",0,1
"viveslansong","DRINK - https://www.youtube.com/watch?v=f55CqLc6IR0","Essevee21",0,1
"viveslansong","Oberbayern theme song - Wenn die bayernfeiern - https://www.youtube.com/watch?v=7gcX49-fmKc","Essevee21",0,1
"viveslansong","Jack Sparrow - https://youtu.be/GI6CfKcMhjY","Essevee21",0,1
"viveslansong","Ochtendmuziek - Ochtendgymnastiek - https://www.youtube.com/watch?v=yxWyV6t2omY","Essevee21",0,1
"viveslansong","Ochtendmuziek - Goeie morgen morgen - https://www.youtube.com/watch?v=xn64D1IDT84","Essevee21",0,1
"viveslansong","Ochtendmuziek - Biertje in m'n hand - https://www.youtube.com/watch?v=6ymx4oeAUIY","Essevee21",0,1
"viveslansong","Ochtendmuziek - Zo moe - https://www.youtube.com/watch?v=ZVyDQu-Bp0Y","Essevee21",0,1
"viveslansong","Ochtendmuziek - Kopje koffie - https://www.youtube.com/watch?v=fUhjWLRYehM","Essevee21",0,1
"viveslansong","SFWP - https://youtu.be/fmXGEplvPuY","Essevee21",0,1
"onyx","16:20:20 <Onyx> But yeah, Rha, remind me to print it properly after Berlin.","Djoef",2,0
"panic","PANIC,CHAOS,DISASTER, My work here is done!","ShinwaFuroppi",0,0
"slaapwel","%user% bids you all farewell.","Signapez",5,0
"inception","%param:%randomuser%%Ception™","Nuva",2,0
"kapot","Ik kan niet kapot!!","Djoef",1,0
"welkommeyer","WELKOM MEYER!!!!! FEEST, HAAL HET BIER EN WE DRINKEN ER EEN OP ZIJN ONGEZONDHEID!!","Djoef",0,0
"welkom","WELKOM %param%!!!!! FEEST, HAAL HET BIER EN WE DRINKEN ER EEN OP ZIJN GEZONDHEID EN KOSTEN!!","Nuva",4,0
"morgen","Het land waar alle beloftes waarheid worden.","Rha",0,0
"titties","Rha claims all the titties","Rha",1,0
"neutral","%user% raises a white flag","Nuva",0,0
"fix","%user% hits %param:%randomuser%% with a wrench in order to fix him/her!","Rha",1,0
"miklas","13:09:57 <Miklas> Poele: <3","Rha",0,0
"Rodenbach","Het beste stadswater in de wereld!","Rha",0,0
"steal","Rha uses sleight of hand to steal the boobies!","Rha",1,0
"lightsaber","Pssshhew Vrãu, vrãu Nnnnnnnnn Vrãu, vrãu THAK","Nuva",1,0
"drunkduel"," I *hic* propose a duel *hic* between gents to resolve *hic* this conflict between %param:%randomuser%% and *hic* %randomuser%! ","Rha",2,0
"duel","%param% has been challenged by %user% for a duel! %param% won!!!!","Djoef",2,1
"duel","%param% has been challenged by %user% for a duel! %param% lost....","Djoef",0,1
"duel","%param% has been challenged by %user% for a duel! It's a tie!","Djoef",0,1
"translations","Binair => Vuilnisbaklucht","Mirzoda",1,1
"translations","Dust => Dorst","Mirzoda",0,1
"translations","Awesome => Adem","Mirzoda",0,1
"translations","Hail means Horny","Mirzoda",0,1
"translations","Toy means Tough","Mirzoda",0,1
"translations","Dust means Thirsty","Mirzoda",0,1
"translations","Awesome means Breath","Mirzoda",0,1
"translations","Noise means Never","Mirzoda",0,1
"translations","Quad means Angry","Mirzoda",0,1
"translations","Tit means Time","Mirzoda",0,1
"tetitatute","T'is gedaan!","Signapez",3,0
"Hongske","17:15:15 +Hongske | alles is OK zolang je nie gepakt wordt ","Essevee21",0,0
"inschrijven","%user% vindt dat %param:%randomuser%% zich NU moet inschrijven op https://viveslan.be/signup!","Nuva",6,0
"klucht","A baker tried to rob a bank. He came in buns glazing!","Signapez",1,0
"dinges","ZEG DINGUUUUUUEEEEEH","Mytherious",1,0
"movies","Big Hero 6","Signapez",5,1
"movies","Inside Out","Signapez",0,1
"movies","The Prestige","Signapez",0,1
"movies","Kingsman","Signapez",0,1
"movies","Now You See Me","Signapez",0,1
"movies","Mad Max: Fury Road","Signapez",0,1
"movies","The Grand Budapest Hotel","Signapez",0,1
"movies","Her","Signapez",0,1
"movies","Life of Pi","Signapez",0,1
"movies","Django Unchained","Signapez",0,1
"movies","Black Swan","Signapez",0,1
"movies","The butterfly effect","Signapez",0,1
"movies","American Beauty","Signapez",0,1
"movies","The Green Mile","Signapez",0,1
"movies","The Shawshank Redemption","Signapez",0,1
"movies","Fargo","Signapez",0,1
"movies","Eternal Sunshine of the Spotless Mind","Signapez",0,1
"movies","Burn After Reading","Signapez",0,1
"movies","Lock, Stock & Two Smoking Barrels","Signapez",0,1
"movies","Snatch","Signapez",0,1
"movies","Pulp Fiction","Signapez",0,1
"movies","Moon","Signapez",0,1
"movies","Rocky Horror Picture Show","Signapez",0,1
"movies","Little Shop of Horrors","Signapez",0,1
"movies","Pricess Mononoke","Signapez",0,1
"movies","Porco Rosso","Signapez",0,1
"movies","Princess Mononoke","Signapez",0,1
"movies","Spirited Away","Signapez",0,1
"movies","Ponyo","Signapez",0,1
"movies","The LEGO Movie","Signapez",0,1
"movies","Zootopia","Signapez",0,1
"movies","Up","Signapez",0,1
"movies","The Italian Job","Signapez",0,1
"movies","Wall-E","Signapez",0,1
"movies","Lucky Number Slevin","Signapez",0,1
"movies","First Blood","Signapez",0,1
"movies","Le Fabuleux Destin d'Amélie Poulain","Signapez",0,1
"movies","Intouchables","Signapez",0,1
"vrijdag","Robshot doet overuren en trakteert iedereen!","Nuva",5,0
"moobs","All the moobs are for %param:Nuva%!","Rha",2,0
